asset_type,entity_id,display_name,superstar_id,set_id,primary_image_path,base_plate_path,notes
superstar-full,british-bulldog,British Bulldog,british-bulldog,new-generation-series-1,assets/images/british-bulldog-superstar.webp,,Canonical Superstar card/full portrait
superstar-menu,british-bulldog,British Bulldog,british-bulldog,new-generation-series-1,assets/images/british-bulldog-menu.webp,,Canonical menu/hero image
superstar-headshot,british-bulldog,British Bulldog,british-bulldog,new-generation-series-1,assets/images/british-bulldog-headshot.webp,,Canonical compact headshot
superstar-full,rowdy-roddy-piper,Rowdy Roddy Piper,rowdy-roddy-piper,golden-era-series-1,assets/images/rowdy-roddy-piper-superstar.webp,,Canonical Superstar card/full portrait
superstar-menu,rowdy-roddy-piper,Rowdy Roddy Piper,rowdy-roddy-piper,golden-era-series-1,assets/images/rowdy-roddy-piper-menu.webp,,Canonical menu/hero image
superstar-headshot,rowdy-roddy-piper,Rowdy Roddy Piper,rowdy-roddy-piper,golden-era-series-1,assets/images/rowdy-roddy-piper-headshot.webp,,Canonical compact headshot
superstar-full,ted-dibiase,Ted DiBiase,ted-dibiase,golden-era-series-1,assets/images/ted-dibiase-superstar.webp,,Canonical Superstar card/full portrait
superstar-menu,ted-dibiase,Ted DiBiase,ted-dibiase,golden-era-series-1,assets/images/ted-dibiase-menu.webp,,Canonical menu/hero image
superstar-headshot,ted-dibiase,Ted DiBiase,ted-dibiase,golden-era-series-1,assets/images/ted-dibiase-headshot.webp,,Canonical compact headshot
superstar-full,jake-roberts,Jake “The Snake” Roberts,jake-roberts,golden-era-series-1,assets/images/jake-roberts-superstar.webp,,Canonical Superstar card/full portrait
superstar-menu,jake-roberts,Jake “The Snake” Roberts,jake-roberts,golden-era-series-1,assets/images/jake-roberts-menu.webp,,Canonical menu/hero image
superstar-headshot,jake-roberts,Jake “The Snake” Roberts,jake-roberts,golden-era-series-1,assets/images/jake-roberts-headshot.webp,,Canonical compact headshot
superstar-full,mr-perfect,Mr. Perfect,mr-perfect,golden-era-series-1,assets/images/mr-perfect-superstar.webp,,Canonical Superstar card/full portrait
superstar-menu,mr-perfect,Mr. Perfect,mr-perfect,golden-era-series-1,assets/images/mr-perfect-menu.webp,,Canonical menu/hero image
superstar-headshot,mr-perfect,Mr. Perfect,mr-perfect,golden-era-series-1,assets/images/mr-perfect-headshot.webp,,Canonical compact headshot
superstar-full,triple-h,Triple H,triple-h,attitude-era-series-1,assets/images/triple-h-superstar.webp,,Canonical Superstar card/full portrait
superstar-menu,triple-h,Triple H,triple-h,attitude-era-series-1,assets/images/triple-h-menu.webp,,Canonical menu/hero image
superstar-headshot,triple-h,Triple H,triple-h,attitude-era-series-1,assets/images/triple-h-headshot.webp,,Canonical compact headshot
superstar-full,chris-jericho,Chris Jericho,chris-jericho,attitude-era-series-1,assets/images/chris-jericho-superstar.webp,,Canonical Superstar card/full portrait
superstar-menu,chris-jericho,Chris Jericho,chris-jericho,attitude-era-series-1,assets/images/chris-jericho-menu.webp,,Canonical menu/hero image
superstar-headshot,chris-jericho,Chris Jericho,chris-jericho,attitude-era-series-1,assets/images/chris-jericho-headshot.webp,,Canonical compact headshot
superstar-full,chyna,Chyna,chyna,parked-chyna,assets/images/chyna-superstar.webp,,Canonical Superstar card/full portrait
superstar-menu,chyna,Chyna,chyna,parked-chyna,assets/images/chyna-menu.webp,,Canonical menu/hero image
superstar-headshot,chyna,Chyna,chyna,parked-chyna,assets/images/chyna-headshot.webp,,Canonical compact headshot
superstar-full,kurt-angle,Kurt Angle,kurt-angle,attitude-era-series-1,assets/images/kurt-angle-superstar.webp,,Canonical Superstar card/full portrait
superstar-menu,kurt-angle,Kurt Angle,kurt-angle,attitude-era-series-1,assets/images/kurt-angle-menu.webp,,Canonical menu/hero image
superstar-headshot,kurt-angle,Kurt Angle,kurt-angle,attitude-era-series-1,assets/images/kurt-angle-headshot.webp,,Canonical compact headshot
superstar-full,shinsuke-nakamura,Shinsuke Nakamura,shinsuke-nakamura,smackdown-series-1,assets/images/shinsuke-nakamura-superstar.webp,,Canonical Superstar card/full portrait
superstar-menu,shinsuke-nakamura,Shinsuke Nakamura,shinsuke-nakamura,smackdown-series-1,assets/images/shinsuke-nakamura-menu.webp,,Canonical menu/hero image
superstar-headshot,shinsuke-nakamura,Shinsuke Nakamura,shinsuke-nakamura,smackdown-series-1,assets/images/shinsuke-nakamura-headshot.webp,,Canonical compact headshot
superstar-full,blake-monroe,Blake Monroe,blake-monroe,smackdown-series-1,assets/images/blake-monroe-superstar.webp,,Canonical Superstar card/full portrait
superstar-menu,blake-monroe,Blake Monroe,blake-monroe,smackdown-series-1,assets/images/blake-monroe-menu.webp,,Canonical menu/hero image
superstar-headshot,blake-monroe,Blake Monroe,blake-monroe,smackdown-series-1,assets/images/blake-monroe-headshot.webp,,Canonical compact headshot
superstar-full,trick-williams,Trick Williams,trick-williams,smackdown-series-1,assets/images/trick-williams-superstar.webp,,Canonical Superstar card/full portrait
superstar-menu,trick-williams,Trick Williams,trick-williams,smackdown-series-1,assets/images/trick-williams-menu.webp,,Canonical menu/hero image
superstar-headshot,trick-williams,Trick Williams,trick-williams,smackdown-series-1,assets/images/trick-williams-headshot.webp,,Canonical compact headshot
superstar-full,jacy-jayne,Jacy Jayne,jacy-jayne,smackdown-series-1,assets/images/jacy-jayne-superstar.webp,,Canonical Superstar card/full portrait
superstar-menu,jacy-jayne,Jacy Jayne,jacy-jayne,smackdown-series-1,assets/images/jacy-jayne-menu.webp,,Canonical menu/hero image
superstar-headshot,jacy-jayne,Jacy Jayne,jacy-jayne,smackdown-series-1,assets/images/jacy-jayne-headshot.webp,,Canonical compact headshot
superstar-full,kendal-grey,Kendal Grey,kendal-grey,nxt-series-1,assets/images/kendal-grey-superstar.webp,,Canonical Superstar card/full portrait
superstar-menu,kendal-grey,Kendal Grey,kendal-grey,nxt-series-1,assets/images/kendal-grey-menu.webp,,Canonical menu/hero image
superstar-headshot,kendal-grey,Kendal Grey,kendal-grey,nxt-series-1,assets/images/kendal-grey-headshot.webp,,Canonical compact headshot
superstar-full,tony-dangelo,Tony D’Angelo,tony-dangelo,nxt-series-1,assets/images/tony-dangelo-superstar.webp,,Canonical Superstar card/full portrait
superstar-menu,tony-dangelo,Tony D’Angelo,tony-dangelo,nxt-series-1,assets/images/tony-dangelo-menu.webp,,Canonical menu/hero image
superstar-headshot,tony-dangelo,Tony D’Angelo,tony-dangelo,nxt-series-1,assets/images/tony-dangelo-headshot.webp,,Canonical compact headshot
superstar-full,jaida-parker,Jaida Parker,jaida-parker,nxt-series-1,assets/images/jaida-parker-superstar.webp,,Canonical Superstar card/full portrait
superstar-menu,jaida-parker,Jaida Parker,jaida-parker,nxt-series-1,assets/images/jaida-parker-menu.webp,,Canonical menu/hero image
superstar-headshot,jaida-parker,Jaida Parker,jaida-parker,nxt-series-1,assets/images/jaida-parker-headshot.webp,,Canonical compact headshot
superstar-full,kelani-jordan,Kelani Jordan,kelani-jordan,nxt-series-1,assets/images/kelani-jordan-superstar.webp,,Canonical Superstar card/full portrait
superstar-menu,kelani-jordan,Kelani Jordan,kelani-jordan,nxt-series-1,assets/images/kelani-jordan-menu.webp,,Canonical menu/hero image
superstar-headshot,kelani-jordan,Kelani Jordan,kelani-jordan,nxt-series-1,assets/images/kelani-jordan-headshot.webp,,Canonical compact headshot
superstar-full,mason-rook,Mason Rook,mason-rook,nxt-series-1,assets/images/mason-rook-superstar.webp,,Canonical Superstar card/full portrait
superstar-menu,mason-rook,Mason Rook,mason-rook,nxt-series-1,assets/images/mason-rook-menu.webp,,Canonical menu/hero image
superstar-headshot,mason-rook,Mason Rook,mason-rook,nxt-series-1,assets/images/mason-rook-headshot.webp,,Canonical compact headshot
superstar-full,tatum-paxley,Tatum Paxley,tatum-paxley,nxt-series-1,assets/images/tatum-paxley-superstar.webp,,Canonical Superstar card/full portrait
superstar-menu,tatum-paxley,Tatum Paxley,tatum-paxley,nxt-series-1,assets/images/tatum-paxley-menu.webp,,Canonical menu/hero image
superstar-headshot,tatum-paxley,Tatum Paxley,tatum-paxley,nxt-series-1,assets/images/tatum-paxley-headshot.webp,,Canonical compact headshot
superstar-full,lexis-king,Lexis King,lexis-king,nxt-series-1,assets/images/lexis-king-superstar.webp,,Canonical Superstar card/full portrait
superstar-menu,lexis-king,Lexis King,lexis-king,nxt-series-1,assets/images/lexis-king-menu.webp,,Canonical menu/hero image
superstar-headshot,lexis-king,Lexis King,lexis-king,nxt-series-1,assets/images/lexis-king-headshot.webp,,Canonical compact headshot
superstar-full,zilla-fatu,Zilla Fatu,zilla-fatu,nxt-series-1,assets/images/zilla-fatu-superstar.webp,,Canonical Superstar card/full portrait
superstar-menu,zilla-fatu,Zilla Fatu,zilla-fatu,nxt-series-1,assets/images/zilla-fatu-menu.webp,,Canonical menu/hero image
superstar-headshot,zilla-fatu,Zilla Fatu,zilla-fatu,nxt-series-1,assets/images/zilla-fatu-headshot.webp,,Canonical compact headshot
superstar-full,batista,Batista,batista,ruthless-aggression-series-1,assets/images/batista-superstar.webp,,Canonical Superstar card/full portrait
superstar-menu,batista,Batista,batista,ruthless-aggression-series-1,assets/images/batista-menu.webp,,Canonical menu/hero image
superstar-headshot,batista,Batista,batista,ruthless-aggression-series-1,assets/images/batista-headshot.webp,,Canonical compact headshot
superstar-full,jbl,JBL,jbl,ruthless-aggression-series-1,assets/images/jbl-superstar.webp,,Canonical Superstar card/full portrait
superstar-menu,jbl,JBL,jbl,ruthless-aggression-series-1,assets/images/jbl-menu.webp,,Canonical menu/hero image
superstar-headshot,jbl,JBL,jbl,ruthless-aggression-series-1,assets/images/jbl-headshot.webp,,Canonical compact headshot
superstar-full,eddie-guerrero,Eddie Guerrero,eddie-guerrero,ruthless-aggression-series-1,assets/images/eddie-guerrero-superstar.webp,,Canonical Superstar card/full portrait
superstar-menu,eddie-guerrero,Eddie Guerrero,eddie-guerrero,ruthless-aggression-series-1,assets/images/eddie-guerrero-menu.webp,,Canonical menu/hero image
superstar-headshot,eddie-guerrero,Eddie Guerrero,eddie-guerrero,ruthless-aggression-series-1,assets/images/eddie-guerrero-headshot.webp,,Canonical compact headshot
superstar-full,edge,Edge,edge,ruthless-aggression-series-1,assets/images/edge-superstar.webp,,Canonical Superstar card/full portrait
superstar-menu,edge,Edge,edge,ruthless-aggression-series-1,assets/images/edge-menu.webp,,Canonical menu/hero image
superstar-headshot,edge,Edge,edge,ruthless-aggression-series-1,assets/images/edge-headshot.webp,,Canonical compact headshot
superstar-full,jeff-hardy,Jeff Hardy,jeff-hardy,ruthless-aggression-series-1,assets/images/jeff-hardy-superstar.webp,,Canonical Superstar card/full portrait
superstar-menu,jeff-hardy,Jeff Hardy,jeff-hardy,ruthless-aggression-series-1,assets/images/jeff-hardy-menu.webp,,Canonical menu/hero image
superstar-headshot,jeff-hardy,Jeff Hardy,jeff-hardy,ruthless-aggression-series-1,assets/images/jeff-hardy-headshot.webp,,Canonical compact headshot
superstar-full,rob-van-dam,Rob Van Dam,rob-van-dam,ruthless-aggression-series-1,assets/images/rob-van-dam-superstar.webp,,Canonical Superstar card/full portrait
superstar-menu,rob-van-dam,Rob Van Dam,rob-van-dam,ruthless-aggression-series-1,assets/images/rob-van-dam-menu.webp,,Canonical menu/hero image
superstar-headshot,rob-van-dam,Rob Van Dam,rob-van-dam,ruthless-aggression-series-1,assets/images/rob-van-dam-headshot.webp,,Canonical compact headshot
superstar-full,trish-stratus,Trish Stratus,trish-stratus,season-1-last-time-is-now,assets/images/trish-stratus-superstar.webp,,Canonical Superstar card/full portrait
superstar-menu,trish-stratus,Trish Stratus,trish-stratus,season-1-last-time-is-now,assets/images/trish-stratus-menu.webp,,Canonical menu/hero image
superstar-headshot,trish-stratus,Trish Stratus,trish-stratus,season-1-last-time-is-now,assets/images/trish-stratus-headshot.webp,,Canonical compact headshot
collectible-card,bret-hart-inverted-atomic-drop,Inverted Atomic Drop,bret-hart,new-generation-series-1,assets/images/inverted-atomic-drop-bret-hart.webp,assets/images/inverted-atomic-drop-bret-hart-base-plate.webp,Full finished card plus matching base plate
collectible-card,bret-hart-pendulum-backbreaker,Pendulum Backbreaker,bret-hart,new-generation-series-1,assets/images/pendulum-backbreaker-bret-hart.webp,assets/images/pendulum-backbreaker-bret-hart-base-plate.webp,Full finished card plus matching base plate
collectible-card,bret-hart-second-rope-elbow-drop,Second-Rope Elbow Drop,bret-hart,new-generation-series-1,assets/images/second-rope-elbow-drop-bret-hart.webp,assets/images/second-rope-elbow-drop-bret-hart-base-plate.webp,Full finished card plus matching base plate
collectible-card,bret-hart-sharpshooter,Sharpshooter,bret-hart,new-generation-series-1,assets/images/sharpshooter-bret-hart.webp,assets/images/sharpshooter-bret-hart-base-plate.webp,Full finished card plus matching base plate
collectible-card,entrance-bret-hart,The Hit Man,bret-hart,new-generation-series-1,assets/images/the-hit-man-bret-hart.webp,assets/images/the-hit-man-bret-hart-base-plate.webp,Full finished card plus matching base plate
collectible-card,special-bret-hart,The Best There Is...,bret-hart,new-generation-series-1,assets/images/the-best-there-is-action-bret-hart.webp,assets/images/the-best-there-is-action-bret-hart-base-plate.webp,"Action artwork naming: actual card name first, then -action, then Superstar ID when exclusive; full finished card plus matching base plate"
collectible-card,superstar-bret-hart,Bret Hart,bret-hart,new-generation-series-1,assets/images/bret-hart-superstar.webp,assets/images/bret-hart-superstar-base-plate.webp,Full finished card plus matching base plate
collectible-card,shawn-michaels-flying-forearm,Flying Forearm,shawn-michaels,new-generation-series-1,assets/images/flying-forearm-shawn-michaels.webp,assets/images/flying-forearm-shawn-michaels-base-plate.webp,Full finished card plus matching base plate
collectible-card,shawn-michaels-teardrop-suplex,Teardrop Suplex,shawn-michaels,new-generation-series-1,assets/images/teardrop-suplex-shawn-michaels.webp,assets/images/teardrop-suplex-shawn-michaels-base-plate.webp,Full finished card plus matching base plate
collectible-card,shawn-michaels-top-rope-elbow-drop,Top-Rope Elbow Drop,shawn-michaels,new-generation-series-1,assets/images/top-rope-elbow-drop-shawn-michaels.webp,assets/images/top-rope-elbow-drop-shawn-michaels-base-plate.webp,Full finished card plus matching base plate
collectible-card,shawn-michaels-sweet-chin-music,Sweet Chin Music,shawn-michaels,new-generation-series-1,assets/images/sweet-chin-music-shawn-michaels.webp,assets/images/sweet-chin-music-shawn-michaels-base-plate.webp,Full finished card plus matching base plate
collectible-card,entrance-shawn-michaels,Sexy Boy,shawn-michaels,new-generation-series-1,assets/images/sexy-boy-shawn-michaels.webp,assets/images/sexy-boy-shawn-michaels-base-plate.webp,Full finished card plus matching base plate
collectible-card,special-shawn-michaels,The Showstopper,shawn-michaels,new-generation-series-1,assets/images/the-showstopper-action-shawn-michaels.webp,assets/images/the-showstopper-action-shawn-michaels-base-plate.webp,"Action artwork naming: actual card name first, then -action, then Superstar ID when exclusive; full finished card plus matching base plate"
collectible-card,superstar-shawn-michaels,Shawn Michaels,shawn-michaels,new-generation-series-1,assets/images/shawn-michaels-superstar.webp,assets/images/shawn-michaels-superstar-base-plate.webp,Full finished card plus matching base plate
collectible-card,razor-ramon-fallaway-slam,Razor’s Fallaway Slam,razor-ramon,new-generation-series-1,assets/images/razor-s-fallaway-slam-razor-ramon.webp,assets/images/razor-s-fallaway-slam-razor-ramon-base-plate.webp,Full finished card plus matching base plate
